Image Name,PSNR (dB),SSIM,MAE
00592.png,27.670490855642665,0.9187816054983395,5.2394395
03406.png,29.73678739492433,0.9146389181651552,4.9351974
03956.png,32.787324216714964,0.9552867375554676,3.018645
04327.png,26.538764853087223,0.8847629102013349,6.161711
02359.png,28.52912005565365,0.9402122888419197,4.3775764
03299.png,30.423651282343318,0.9490359891802568,4.4650207
00736.png,32.5859229763145,0.868378533750406,4.5437927
03751.png,29.9976450177541,0.9507099215255242,4.2436395
01503.png,27.801948914386276,0.9298949290078812,5.863341
02516.png,29.42681623696227,0.7906496842639203,6.1004844
07043.png,29.631392736352854,0.9063472441140411,4.6407447
08396.png,33.783827850742874,0.9180877231617909,3.4764721
02167.png,28.934947095299602,0.9024429702344339,5.3251266
07767.png,31.63127170547206,0.9600121024804354,4.0168138
08924.png,27.37146752612062,0.918766267834101,4.761204
02582.png,30.243259092666083,0.9430846425730698,4.220413
05214.png,28.689008391750157,0.9320154603443528,4.879538
04781.png,30.719949669887118,0.9436528855014283,4.1277847
08860.png,31.36550568924215,0.953214757994519,3.3856049
06853.png,34.75263348560591,0.9575686959536783,3.132604
03223.png,31.293071283106446,0.9298476464695979,4.87713
07368.png,30.02981820457194,0.9104524221007079,5.085234
00857.png,31.662903997178216,0.9163482636347223,4.6176033
02624.png,31.12771983330434,0.9022757807104062,5.1589165
01052.png,25.83983536523919,0.8621326230044847,5.156681
04682.png,25.97711147730231,0.9180736948253432,6.3583436
07701.png,27.79709720244241,0.9199073079468859,4.861492
06842.png,29.71026043924755,0.9416869549163707,4.7523003
00700.png,30.9980096133624,0.9192737062109176,4.4313965
08423.png,30.749458078635303,0.9582176072236773,5.1188836
01382.png,32.4372838040799,0.9396074862795173,4.39018
08198.png,31.967683336663622,0.855165152749097,4.657519
08272.png,29.933499692449974,0.8644503095334901,6.08114
03214.png,31.996776350844257,0.9312352196396431,3.6146088
04442.png,28.08208949625122,0.8496185212733737,6.8299966
04135.png,27.2667355663231,0.9322435435408863,4.67259
05292.png,30.726323646211704,0.7539935359940366,5.035417
01700.png,26.325540738280523,0.918232784420908,6.7926254
05517.png,33.45369839715437,0.9594407935354363,2.7384021
06722.png,29.096651608212632,0.8799441035093958,4.682073
00280.png,30.56369433779281,0.8410507000421074,5.5426764
01378.png,31.191151201721354,0.9517570284834593,4.5133986
03309.png,29.423069762455896,0.8322580944005818,5.873034
03040.png,29.581684121783027,0.9260137981718269,4.6564765
08658.png,32.980650215622134,0.9647190355801284,3.90088
07774.png,29.143068154777563,0.8807491182600095,5.7238555
01425.png,24.054463037696006,0.880879410123301,5.867765
04027.png,31.308905707679394,0.8833662578350246,5.2384667
05461.png,29.47697899477736,0.8246989691158667,6.4472785
06839.png,30.948126858522862,0.9328207629904189,4.3151
07969.png,25.66836661374248,0.9306879412407748,4.373131
07903.png,27.104611084388132,0.8229149610609138,6.842256
02158.png,22.852037044576466,0.9126758537412868,5.7775917
06203.png,28.550442807253656,0.934469903603567,5.5415535
04345.png,29.423104563906218,0.9226244150965414,4.395475
03137.png,32.60078201005099,0.9311205997957566,3.6869214
04333.png,32.489605903200996,0.9385744425870852,3.4136631
02234.png,26.759988311004253,0.9011620877384128,5.1303077
07406.png,31.03861521216681,0.8145735174773628,5.1276107
02357.png,31.065115206362307,0.9459530070877564,3.9094276
00576.png,29.838163261584665,0.9245010068743434,4.5009856
05638.png,30.055273675022125,0.9494280760159045,4.3674912
06841.png,23.756412104206035,0.721983454099672,8.735688
00314.png,32.47050352201643,0.957396982078143,2.8466022
04768.png,28.162272806934382,0.8234812609313806,7.240709
05035.png,30.180574164354766,0.7742151045444107,6.20085
04040.png,33.33534437783885,0.9516672927006598,3.1403503
04964.png,29.182126598092196,0.9176201376235631,4.633344
00242.png,27.864331921122908,0.9299461806847088,5.852262
05753.png,27.73609438432524,0.8375638361429524,5.0132165
01801.png,27.951745934832438,0.9303399106987235,6.800982
07991.png,27.335480037568722,0.8224660782527949,7.1000686
01089.png,34.12142768704764,0.9595506149293301,2.8951824
01189.png,26.032808958220347,0.824756382903787,8.334419
06598.png,24.559905486348672,0.7003573552454553,8.277381
00628.png,24.177072448717492,0.8465882535955442,7.6862183
02802.png,22.05481123535892,0.886929813257777,8.0436325
00249.png,27.00815432520696,0.8992480297555305,7.1030006
06799.png,30.327645653133075,0.8389317905158903,5.1507516
04184.png,30.116315636782744,0.9679449952109594,5.287954
05964.png,28.034724493487335,0.9253129646871626,4.6686807
03271.png,26.725347275861612,0.8775094919052874,6.083023
08370.png,30.651406241407134,0.8765019409355043,5.1517525
00443.png,26.679926971912444,0.7668826619521326,8.004597
02033.png,28.502999433989462,0.8777536497692507,5.0611954
07697.png,34.2375981369858,0.9416502321429224,3.349055
02133.png,29.938852090696418,0.8365093206806217,5.3558044
00086.png,30.23238135289651,0.8420678371398095,4.8484917
03984.png,27.672728109722048,0.7881314063798667,7.778341
01948.png,34.14268212815189,0.9366545667118565,3.039355
06530.png,32.20018448801704,0.953373946379299,4.1227736
00973.png,28.93559948132853,0.8655378902062575,5.646248
04375.png,31.476055310234372,0.8561508187270698,4.5423303
07398.png,26.324391123088798,0.9358844019999969,4.3551345
06882.png,33.69194701057823,0.9520081978080329,3.5988998
08369.png,31.888720843962027,0.9392206531143298,3.498525
08762.png,28.705477878445038,0.8844190902231146,5.5946236
07987.png,29.178639552207382,0.8845509276809106,5.20122
04268.png,31.643360286214033,0.9382919685237718,3.7667224
00140.png,31.281993313927046,0.9515138628027371,3.3333676
03136.png,32.04257503684206,0.9214224975404447,4.0134673
04790.png,28.149658205980046,0.827618615619132,5.8189087
06635.png,31.283994431906613,0.9614948160384094,3.7628849
01682.png,29.12949138390223,0.9526809289014458,4.507469
03819.png,30.04312955278916,0.9388680098099454,4.802752
04842.png,30.831679503502635,0.8757719818024962,4.9785943
08302.png,30.19046097519233,0.8748862256048954,5.302189
06909.png,29.275226575799138,0.9137151304980536,5.485472
00484.png,29.102239557257434,0.7945479437254134,5.8747315
05970.png,27.48043939623038,0.9149323064732523,5.1289773
04565.png,29.099592013859482,0.8556873480046271,5.4065247
00788.png,30.103659852177117,0.9414975942651155,5.427976
03915.png,32.20822996089326,0.92475055282424,3.5984585
07713.png,31.075448365065036,0.933633382074488,3.7952614
07679.png,31.573955387075326,0.8649413320981919,5.1419144
03611.png,32.88988749417509,0.9127574706939265,3.1028874
07496.png,31.63585844256927,0.9357564404915387,4.1276755
00707.png,30.336991878233142,0.9299852663502478,4.625974
02701.png,28.483800497496713,0.8440870251581009,5.468511
05483.png,25.778106291526484,0.9208085928469556,5.662107
05427.png,28.84452375803809,0.888517487334049,5.912525
04829.png,32.31580894096315,0.9582733431416415,4.1333885
05475.png,32.961016307690734,0.9221320789463503,3.2846527
06363.png,26.048736927787335,0.8912570356511728,5.665857
08967.png,28.82744188766666,0.9465846446932545,5.916054
08305.png,30.131753657198864,0.8982288533374976,4.577501
08450.png,24.285130448681027,0.8210755237464813,7.165338
03297.png,26.782366219230582,0.8685889181453806,6.5371895
04202.png,29.540309540813148,0.8239639212278407,5.1333632
06602.png,32.173611834526305,0.9553679544382767,3.3300629
08712.png,29.423682769831426,0.7808814463110281,6.4089036
01257.png,27.579251640588318,0.8939534896388931,5.5921707
01566.png,31.859140550619294,0.9341787441854157,3.6768353
04017.png,30.164793448130418,0.919458660749254,5.098307
01512.png,25.443880035420264,0.9039642682807197,8.58665
02182.png,30.29319337672431,0.8044967768010799,5.8753114
02810.png,32.06473729052419,0.9152473272114334,3.9115536
05849.png,31.77170342723741,0.9194506130134211,4.550358
04507.png,29.68750455105964,0.8831077704466729,4.363051
06879.png,28.10379955566322,0.9415347829081094,6.7272515
07885.png,34.829104853625665,0.9477546270614404,2.9580536
01887.png,27.71155497727928,0.9406203288021361,5.0864487
04429.png,26.918638162920008,0.915313035323627,7.179544
04174.png,29.09840709740989,0.8078782897145579,5.8886123
03440.png,26.23526515992036,0.7813785355512451,7.1235976
03173.png,32.39528284176801,0.928886937506879,3.9522247
03931.png,29.117866211387433,0.9553842431219829,3.2508419
07408.png,26.579802531779976,0.8295804604543799,7.149611
02598.png,31.924132465406814,0.9592085210811581,3.6604385
04865.png,31.783883644963716,0.9575173212809643,4.3392587
00529.png,32.21784910595645,0.9298920081097269,3.9946759
00402.png,27.218045386599098,0.9399593901645016,6.495253
03099.png,30.389921402799995,0.940338094270415,5.281466
08204.png,29.428114196222857,0.7400558286133719,6.2225
03919.png,29.22452004605425,0.8662213934251307,6.4912972
06773.png,29.09526565599667,0.9485769616722499,5.0870614
08915.png,29.07749916638188,0.8255855017083981,6.0710664
07326.png,27.358715465935404,0.9411195180744022,4.7239633
04895.png,31.38374557587644,0.9615017524091215,3.186446
00802.png,29.31243667774297,0.9227901999326337,4.8486404
05059.png,30.312251574354406,0.7941063627930657,5.6344857
04695.png,24.645044627620265,0.7335410872855234,8.189163
01095.png,32.02518847717417,0.8298098722269803,4.432615
00813.png,29.052337503289177,0.94486907528202,5.8562455
00519.png,33.45826359956114,0.9409663893404275,3.3144417
06006.png,31.391314406442973,0.9454906135324129,4.2170663
05494.png,29.186948645361145,0.7750438476464545,6.2805495
00149.png,32.78939518329504,0.9456280656020214,4.2271485
02293.png,33.257765517704534,0.9611997747822905,3.9340603
07016.png,24.378820864244013,0.8627627542965302,6.866501
08660.png,27.50212284591267,0.8881579085064866,5.1222763
03684.png,31.962004314514342,0.8680803430742495,4.45569
03541.png,31.99537536189194,0.9462001956117789,3.7483265
05015.png,34.453754070851524,0.9417786205135603,3.4555385
06266.png,29.648266568851774,0.8320887453356542,5.5662384
08521.png,32.663712495681864,0.9056276626974813,3.621043
08991.png,26.49679615955157,0.9243250817767948,5.813024
02347.png,33.47552901145817,0.8960107449141411,3.8471603
04833.png,33.86320818244386,0.935649186986271,3.608279
06455.png,27.05871732978139,0.8860886010509904,4.7758803
02164.png,26.57878452013731,0.926970124075436,4.670719
08367.png,36.185807619424764,0.9386475033394405,2.366497
04042.png,29.359791428758122,0.8150915296737757,6.5325446
03665.png,32.73061272896361,0.9623010256978244,3.9667435
04275.png,36.40216390516815,0.9427613314191677,2.6716487
07230.png,29.808756244387645,0.9451324556514503,4.9777045
01402.png,22.968596826929343,0.9001745995052274,6.621975
03179.png,29.7811501423808,0.9378713821820135,6.4049516
04951.png,29.87635338783793,0.8459368060611316,5.7331986
08316.png,29.083044426612336,0.9381376106939183,3.8269207
05049.png,28.94918052209427,0.8739192239029926,6.2539086
06792.png,25.427783146685204,0.8991369811999834,6.0883355
06536.png,29.690370183941074,0.9246749336768726,3.95247
07208.png,31.523392208312494,0.9204191762352237,3.8149884
04067.png,34.10481973084745,0.9198048982076686,3.8170764
08246.png,29.67259921482476,0.9251854068049642,3.9346645
02683.png,29.808682860201973,0.8985406853415542,5.486197
03489.png,31.184667390531295,0.9266585902165166,4.637287
08834.png,30.220552289972833,0.8964497774330143,5.355812
03755.png,31.742712053358968,0.9464956073149103,4.4160514
06295.png,33.478620079555064,0.9564586574876038,3.240631
01179.png,31.199408292899857,0.921369312851762,4.8452163
08983.png,31.606505767168112,0.9017160406237835,4.4320436
03598.png,32.12704589927577,0.9515893064856052,4.349674
03203.png,29.665787928161397,0.9403669277667515,3.516739
07511.png,29.64177099579981,0.7472743741827711,6.0708275
04837.png,33.733370794219866,0.9427119585086022,3.3130596
02223.png,33.003911295773506,0.9273320872118612,4.0433335
06060.png,34.046899421718,0.9168760924159379,3.5915844
06797.png,31.16780403669931,0.9368405856205224,3.521909
08205.png,34.3877056086514,0.9308101435992845,3.0741284
06158.png,29.68134914131587,0.8317734067497705,5.6579223
06312.png,33.261454314274175,0.9634036415213604,3.2444954
01160.png,25.384156129306305,0.8537874800130002,8.78059
02818.png,28.091711601050925,0.9346504967990455,6.031667
04336.png,31.721880060580723,0.9039533430005918,4.143419
01643.png,27.84890992776964,0.8178768096728373,7.4488463
04094.png,32.61160104919209,0.9342892649692541,3.2584598
02963.png,29.732307830185924,0.9348752832620676,4.574074
01655.png,31.832326334958267,0.949094527558669,3.1836116
08709.png,29.619170845802053,0.9538936420921319,4.413755
01433.png,26.301687551418812,0.9365279639044245,5.45408
05718.png,26.252868324932713,0.8902831182581084,6.954624
05545.png,24.936020038520674,0.9054455308182398,6.2110367
00517.png,30.277980658473233,0.9552670095588481,4.175917
02236.png,32.510572821935064,0.9355430961778971,3.722702
06445.png,33.23318760843017,0.9592912487524949,4.088014
03624.png,31.394800556803844,0.9207430849171029,4.380047
04097.png,31.35289286427971,0.9526157266495309,4.1746993
05381.png,30.525898717020148,0.8875437565800546,4.333917
01213.png,25.808457508151083,0.7547889006937306,9.551113
02807.png,28.031546003739006,0.9046760434363893,5.3562217
06973.png,31.10456528571515,0.8074295929549596,5.4395905
07554.png,29.1029356640769,0.956466960710071,4.3529754
01664.png,28.314582575479438,0.9414738344355382,5.531675
05194.png,30.195028905914945,0.9514610367243083,5.30034
08851.png,28.541606105657586,0.8942571980944839,5.305031
01899.png,31.214512450732904,0.9449829241822055,4.096227
06022.png,30.009970399703118,0.9377064058432095,4.402879
00100.png,27.06187588568477,0.9313618340093034,6.034977
00805.png,30.70761012473206,0.8213070717821037,5.480128
05344.png,28.093316976613636,0.9140426899080517,5.6977744
00862.png,28.529977274207276,0.7679498445382366,6.3931313
05881.png,31.14223501924689,0.9232439900871122,4.3143325
04421.png,31.4576928996918,0.9373567044121146,4.4287605
08933.png,26.51112354032597,0.9053292360201936,6.0121207
02346.png,24.806293615689437,0.8827553039942243,7.2122574
00243.png,30.184436849908188,0.8890684102619583,5.828855
03940.png,28.889056831510583,0.8723754033335869,5.1829247
05955.png,29.75440014134199,0.7954839242530248,5.063259
07221.png,30.63753386544238,0.8536827105040824,5.590388
05822.png,26.5025815127691,0.9236738716598937,4.6796966
02605.png,30.642791363872874,0.9302752584413253,5.2439246
02020.png,32.44748448496217,0.9362192985786901,4.053108
00204.png,30.37821214623652,0.9472198797800102,3.747279
07836.png,25.500189324340575,0.9273042187263889,5.1898513
05010.png,30.00970976516358,0.9381535878753541,3.7425525
07700.png,30.332035169842474,0.9179593323487643,4.0254006
03731.png,26.83064750665587,0.7749946609709895,6.75907
05886.png,25.522816650079037,0.8108302952667353,8.195
08988.png,33.31240262090589,0.9636023956193482,2.8240814
02497.png,28.819602783215693,0.8766774391628459,6.5404587
06302.png,26.786390941401056,0.9200713025122101,7.273558
04266.png,26.28995533163282,0.9066665574311786,5.518799
04552.png,27.108608500327126,0.9331021828934158,5.1424956
06207.png,33.03667384094639,0.9048313607377071,3.8969955
07400.png,28.56167753742039,0.8665030196153015,6.4824195
05809.png,30.822476541800615,0.9242365626409045,4.7416854
06184.png,29.08094687328852,0.9220933672657883,4.3398223
02993.png,30.107737897044032,0.9527659808703038,5.192505
01231.png,25.558321497783034,0.9317374657390108,5.6817575
03501.png,25.748394617884244,0.8710903167246059,5.8277993
08112.png,30.112900986141703,0.8745595654042663,5.2661133
04598.png,32.583576032537025,0.9496968435270432,3.3047638
01885.png,29.277620244982,0.9383516996964468,4.816015
01263.png,27.2534599287493,0.8002928776505177,6.92314
08772.png,24.432794352984168,0.8561590122158131,7.2882385
05948.png,28.2126229953476,0.7677855990627734,7.1731744
08686.png,32.01236088607884,0.844715641844382,4.811835
01227.png,30.519924201876716,0.8033850654960406,5.664103
06009.png,26.26955964765497,0.790517229190819,7.8338876
02090.png,25.603435150979106,0.8905554439000777,6.693264
06533.png,29.04856504457406,0.9418661510594992,5.493061
02054.png,31.074803399078515,0.8983288658334377,4.178411
05195.png,27.505005664562447,0.9318043984217416,5.4759088
07313.png,30.446802407622698,0.8788305234455178,5.554783
02853.png,28.0397127352143,0.8441363242968655,7.2415543
03495.png,36.508888639878236,0.9607708419143401,2.489104
04444.png,33.42150274784866,0.9316909755423272,3.2518895
00981.png,30.369998639373357,0.9437991331662211,5.514805
00083.png,28.376367949009797,0.9413760526269708,3.897929
06609.png,32.063362830569716,0.9380610004925977,3.3508747
05150.png,35.87319619341707,0.9463146945109266,2.8568203
07335.png,24.454587804261955,0.8977952186583348,7.409365
03084.png,30.234407196528323,0.9437013585186759,4.945896
06993.png,30.57053764243051,0.9459122869601244,3.7263782
04983.png,30.780868308645072,0.9450509390290738,3.4858017
07913.png,30.098329294107636,0.9384643287194278,4.875921
07011.png,28.22638618668349,0.9074025244180178,5.505642
08917.png,27.974650336477048,0.9073969507518549,5.3323836
04236.png,30.923590156867565,0.9329583752136271,3.9166832
05997.png,30.90476054983482,0.8121742273272045,5.5512924
01835.png,30.734659601525223,0.8289567053259969,5.3018594
02952.png,28.079095038353298,0.9301618130478606,6.362639
02546.png,28.85282254616396,0.817221415886732,6.707527
06639.png,29.7093300742512,0.8718352575312225,5.362751
07780.png,28.268166087900838,0.9419076853597731,4.4902687
05124.png,30.762428020730216,0.8419629865022281,5.504336
00463.png,28.162503768091824,0.9478386542953304,6.2161574
04900.png,30.772130792129527,0.8297816709184024,5.0755982
03570.png,29.154676838228628,0.8545136592686622,6.6122384
00708.png,32.318260134070506,0.8500652253840295,4.496877
01829.png,22.413635017535213,0.912028402778434,6.874079
07032.png,33.62290623120695,0.9292415294645596,3.322277
05819.png,25.717985417761156,0.7553412598573158,9.607048
04679.png,27.67614133326008,0.9297253662412183,3.9391506
04297.png,29.288958457443357,0.8262600900747329,5.670938
00379.png,31.78147259047438,0.95912414520881,2.9919891
05289.png,31.691856202209085,0.8233800091214608,4.7094727
04646.png,28.153768566290225,0.9262929764670936,4.578921
02199.png,31.204004387846393,0.9597676146666926,4.548622
